"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","7333","openSauceDemo","Surefire suite","2026-08-27","passed","2026-08-27","tests.SampleTest","Surefire test","tests.SampleTest","openSauceDemo"
"","116","verifySauceDemo","Surefire suite","2026-08-27","passed","2026-08-27","tests.SecondTest","Surefire test","tests.SecondTest","verifySauceDemo"
