"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","96","verifySauceDemo","Surefire suite","Mon Apr 20 05:41:16 UTC 2026","passed","Mon Apr 20 05:41:16 UTC 2026","tests.SecondTest","Surefire test","tests.SecondTest","verifySauceDemo"
"","4645","openSauceDemo","Surefire suite","Mon Apr 20 05:41:11 UTC 2026","passed","Mon Apr 20 05:41:15 UTC 2026","tests.SampleTest","Surefire test","tests.SampleTest","openSauceDemo"
