"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","98","openSauceDemo","Surefire suite","Sun Aug 03 04:08:42 GMT 2025","passed","Sun Aug 03 04:08:42 GMT 2025","tests.SampleTest","Surefire test","tests.SampleTest","openSauceDemo"
"","5443","verifySauceDemo","Surefire suite","Sun Aug 03 04:08:37 GMT 2025","passed","Sun Aug 03 04:08:42 GMT 2025","tests.SecondTest","Surefire test","tests.SecondTest","verifySauceDemo"
