"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","6106","verifySauceDemo","Surefire suite","Wed Feb 25 04:52:02 UTC 2026","passed","Wed Feb 25 04:52:08 UTC 2026","tests.SecondTest","Surefire test","tests.SecondTest","verifySauceDemo"
"","105","openSauceDemo","Surefire suite","Wed Feb 25 04:52:08 UTC 2026","passed","Wed Feb 25 04:52:08 UTC 2026","tests.SampleTest","Surefire test","tests.SampleTest","openSauceDemo"
