"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","6421","verifySauceDemo","Surefire suite","Thu Feb 12 04:56:59 UTC 2026","passed","Thu Feb 12 04:57:05 UTC 2026","tests.SecondTest","Surefire test","tests.SecondTest","verifySauceDemo"
"","99","openSauceDemo","Surefire suite","Thu Feb 12 04:57:05 UTC 2026","passed","Thu Feb 12 04:57:06 UTC 2026","tests.SampleTest","Surefire test","tests.SampleTest","openSauceDemo"
