"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","107","verifySauceDemo","Surefire suite","Sun Jun 22 03:52:39 GMT 2025","passed","Sun Jun 22 03:52:39 GMT 2025","tests.SecondTest","Surefire test","tests.SecondTest","verifySauceDemo"
"","7664","openSauceDemo","Surefire suite","Sun Jun 22 03:52:31 GMT 2025","passed","Sun Jun 22 03:52:39 GMT 2025","tests.SampleTest","Surefire test","tests.SampleTest","openSauceDemo"
