"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","105","openSauceDemo","Surefire suite","Thu May 29 03:43:56 GMT 2025","passed","Thu May 29 03:43:56 GMT 2025","tests.SampleTest","Surefire test","tests.SampleTest","openSauceDemo"
"","5603","verifySauceDemo","Surefire suite","Thu May 29 03:43:50 GMT 2025","passed","Thu May 29 03:43:56 GMT 2025","tests.SecondTest","Surefire test","tests.SecondTest","verifySauceDemo"
