"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","96","verifySauceDemo","Surefire suite","Sat Feb 28 04:15:35 UTC 2026","passed","Sat Feb 28 04:15:35 UTC 2026","tests.SecondTest","Surefire test","tests.SecondTest","verifySauceDemo"
"","7764","openSauceDemo","Surefire suite","Sat Feb 28 04:15:27 UTC 2026","passed","Sat Feb 28 04:15:35 UTC 2026","tests.SampleTest","Surefire test","tests.SampleTest","openSauceDemo"
