"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","103","verifySauceDemo","Surefire suite","2026-09-12","passed","2026-09-12","tests.SecondTest","Surefire test","tests.SecondTest","verifySauceDemo"
"","12441","openSauceDemo","Surefire suite","2026-09-12","passed","2026-09-12","tests.SampleTest","Surefire test","tests.SampleTest","openSauceDemo"
