"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","5951","openSauceDemo","Surefire suite","Sun Mar 22 04:52:01 UTC 2026","passed","Sun Mar 22 04:52:07 UTC 2026","tests.SampleTest","Surefire test","tests.SampleTest","openSauceDemo"
"","118","verifySauceDemo","Surefire suite","Sun Mar 22 04:52:07 UTC 2026","passed","Sun Mar 22 04:52:07 UTC 2026","tests.SecondTest","Surefire test","tests.SecondTest","verifySauceDemo"
