"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","9346","verifySauceDemo","Surefire suite","Tue Jan 27 04:07:29 UTC 2026","passed","Tue Jan 27 04:07:38 UTC 2026","tests.SecondTest","Surefire test","tests.SecondTest","verifySauceDemo"
"","91","openSauceDemo","Surefire suite","Tue Jan 27 04:07:38 UTC 2026","passed","Tue Jan 27 04:07:38 UTC 2026","tests.SampleTest","Surefire test","tests.SampleTest","openSauceDemo"
