"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","8799","verifySauceDemo","Surefire suite","Sat Dec 06 03:42:07 UTC 2025","passed","Sat Dec 06 03:42:15 UTC 2025","tests.SecondTest","Surefire test","tests.SecondTest","verifySauceDemo"
"","98","openSauceDemo","Surefire suite","Sat Dec 06 03:42:16 UTC 2025","passed","Sat Dec 06 03:42:16 UTC 2025","tests.SampleTest","Surefire test","tests.SampleTest","openSauceDemo"
