"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","97","openSauceDemo","Surefire suite","Tue Dec 30 04:00:53 UTC 2025","passed","Tue Dec 30 04:00:53 UTC 2025","tests.SampleTest","Surefire test","tests.SampleTest","openSauceDemo"
"","6891","verifySauceDemo","Surefire suite","Tue Dec 30 04:00:46 UTC 2025","passed","Tue Dec 30 04:00:53 UTC 2025","tests.SecondTest","Surefire test","tests.SecondTest","verifySauceDemo"
