"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","106","verifySauceDemo","Surefire suite","2026-07-01","passed","2026-07-01","tests.SecondTest","Surefire test","tests.SecondTest","verifySauceDemo"
"","2061","openSauceDemo","Surefire suite","2026-07-01","passed","2026-07-01","tests.SampleTest","Surefire test","tests.SampleTest","openSauceDemo"
