"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","116","verifySauceDemo","Surefire suite","Wed Aug 13 03:50:39 GMT 2025","passed","Wed Aug 13 03:50:39 GMT 2025","tests.SecondTest","Surefire test","tests.SecondTest","verifySauceDemo"
"","5307","openSauceDemo","Surefire suite","Wed Aug 13 03:50:34 GMT 2025","passed","Wed Aug 13 03:50:39 GMT 2025","tests.SampleTest","Surefire test","tests.SampleTest","openSauceDemo"
