"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1813","openSauceDemo","Surefire suite","Sat Aug 09 03:50:18 GMT 2025","passed","Sat Aug 09 03:50:19 GMT 2025","tests.SampleTest","Surefire test","tests.SampleTest","openSauceDemo"
"","86","verifySauceDemo","Surefire suite","Sat Aug 09 03:50:19 GMT 2025","passed","Sat Aug 09 03:50:20 GMT 2025","tests.SecondTest","Surefire test","tests.SecondTest","verifySauceDemo"
