"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","12699","openSauceDemo","Surefire suite","Sat May 16 05:54:15 UTC 2026","passed","Sat May 16 05:54:28 UTC 2026","tests.SampleTest","Surefire test","tests.SampleTest","openSauceDemo"
"","140","verifySauceDemo","Surefire suite","Sat May 16 05:54:28 UTC 2026","passed","Sat May 16 05:54:28 UTC 2026","tests.SecondTest","Surefire test","tests.SecondTest","verifySauceDemo"
