"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","83","verifySauceDemo","Surefire suite","2026-07-29","passed","2026-07-29","tests.SecondTest","Surefire test","tests.SecondTest","verifySauceDemo"
"","7616","openSauceDemo","Surefire suite","2026-07-29","passed","2026-07-29","tests.SampleTest","Surefire test","tests.SampleTest","openSauceDemo"
