"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1695","openSauceDemo","Surefire suite","2026-07-26","passed","2026-07-26","tests.SampleTest","Surefire test","tests.SampleTest","openSauceDemo"
"","53","verifySauceDemo","Surefire suite","2026-07-26","passed","2026-07-26","tests.SecondTest","Surefire test","tests.SecondTest","verifySauceDemo"
