"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","6521","openSauceDemo","Surefire suite","Mon Sep 15 03:38:58 UTC 2025","passed","Mon Sep 15 03:39:04 UTC 2025","tests.SampleTest","Surefire test","tests.SampleTest","openSauceDemo"
"","83","verifySauceDemo","Surefire suite","Mon Sep 15 03:39:04 UTC 2025","passed","Mon Sep 15 03:39:04 UTC 2025","tests.SecondTest","Surefire test","tests.SecondTest","verifySauceDemo"
