"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2292","openSauceDemo","Surefire suite","Sun May 24 06:37:06 UTC 2026","passed","Sun May 24 06:37:08 UTC 2026","tests.SampleTest","Surefire test","tests.SampleTest","openSauceDemo"
"","76","verifySauceDemo","Surefire suite","Sun May 24 06:37:08 UTC 2026","passed","Sun May 24 06:37:08 UTC 2026","tests.SecondTest","Surefire test","tests.SecondTest","verifySauceDemo"
