"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","98","verifySauceDemo","Surefire suite","Sat Jun 21 03:44:28 GMT 2025","passed","Sat Jun 21 03:44:28 GMT 2025","tests.SecondTest","Surefire test","tests.SecondTest","verifySauceDemo"
"","9100","openSauceDemo","Surefire suite","Sat Jun 21 03:44:18 GMT 2025","passed","Sat Jun 21 03:44:28 GMT 2025","tests.SampleTest","Surefire test","tests.SampleTest","openSauceDemo"
