"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","94","verifySauceDemo","Surefire suite","Mon Jun 30 03:53:53 GMT 2025","passed","Mon Jun 30 03:53:53 GMT 2025","tests.SecondTest","Surefire test","tests.SecondTest","verifySauceDemo"
"","4841","openSauceDemo","Surefire suite","Mon Jun 30 03:53:48 GMT 2025","passed","Mon Jun 30 03:53:53 GMT 2025","tests.SampleTest","Surefire test","tests.SampleTest","openSauceDemo"
