"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","6916","verifySauceDemo","Surefire suite","Mon May 19 03:46:48 GMT 2025","passed","Mon May 19 03:46:55 GMT 2025","tests.SecondTest","Surefire test","tests.SecondTest","verifySauceDemo"
"","98","openSauceDemo","Surefire suite","Mon May 19 03:46:55 GMT 2025","passed","Mon May 19 03:46:55 GMT 2025","tests.SampleTest","Surefire test","tests.SampleTest","openSauceDemo"
