"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","136","openSauceDemo","Surefire suite","Mon Nov 10 03:50:17 UTC 2025","passed","Mon Nov 10 03:50:18 UTC 2025","tests.SampleTest","Surefire test","tests.SampleTest","openSauceDemo"
"","12615","verifySauceDemo","Surefire suite","Mon Nov 10 03:50:05 UTC 2025","passed","Mon Nov 10 03:50:17 UTC 2025","tests.SecondTest","Surefire test","tests.SecondTest","verifySauceDemo"
