"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","75","openSauceDemo","Surefire suite","Thu Dec 11 03:56:22 UTC 2025","passed","Thu Dec 11 03:56:22 UTC 2025","tests.SampleTest","Surefire test","tests.SampleTest","openSauceDemo"
"","1486","verifySauceDemo","Surefire suite","Thu Dec 11 03:56:21 UTC 2025","passed","Thu Dec 11 03:56:22 UTC 2025","tests.SecondTest","Surefire test","tests.SecondTest","verifySauceDemo"
