"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","92","openSauceDemo","Surefire suite","Fri Jan 30 04:40:02 UTC 2026","passed","Fri Jan 30 04:40:02 UTC 2026","tests.SampleTest","Surefire test","tests.SampleTest","openSauceDemo"
"","7302","verifySauceDemo","Surefire suite","Fri Jan 30 04:39:54 UTC 2026","passed","Fri Jan 30 04:40:01 UTC 2026","tests.SecondTest","Surefire test","tests.SecondTest","verifySauceDemo"
