"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","6442","verifySauceDemo","Surefire suite","Wed Jul 30 04:03:55 GMT 2025","passed","Wed Jul 30 04:04:02 GMT 2025","tests.SecondTest","Surefire test","tests.SecondTest","verifySauceDemo"
"","115","openSauceDemo","Surefire suite","Wed Jul 30 04:04:02 GMT 2025","passed","Wed Jul 30 04:04:02 GMT 2025","tests.SampleTest","Surefire test","tests.SampleTest","openSauceDemo"
