"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","107","openSauceDemo","Surefire suite","Fri Dec 26 03:57:02 UTC 2025","passed","Fri Dec 26 03:57:02 UTC 2025","tests.SampleTest","Surefire test","tests.SampleTest","openSauceDemo"
"","6285","verifySauceDemo","Surefire suite","Fri Dec 26 03:56:55 UTC 2025","passed","Fri Dec 26 03:57:02 UTC 2025","tests.SecondTest","Surefire test","tests.SecondTest","verifySauceDemo"
