"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","6966","openSauceDemo","Surefire suite","Thu Mar 26 05:05:49 UTC 2026","passed","Thu Mar 26 05:05:56 UTC 2026","tests.SampleTest","Surefire test","tests.SampleTest","openSauceDemo"
"","100","verifySauceDemo","Surefire suite","Thu Mar 26 05:05:56 UTC 2026","passed","Thu Mar 26 05:05:57 UTC 2026","tests.SecondTest","Surefire test","tests.SecondTest","verifySauceDemo"
