"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","81","openSauceDemo","Surefire suite","Mon Nov 03 03:49:50 UTC 2025","passed","Mon Nov 03 03:49:50 UTC 2025","tests.SampleTest","Surefire test","tests.SampleTest","openSauceDemo"
"","1597","verifySauceDemo","Surefire suite","Mon Nov 03 03:49:48 UTC 2025","passed","Mon Nov 03 03:49:50 UTC 2025","tests.SecondTest","Surefire test","tests.SecondTest","verifySauceDemo"
