"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","8238","openSauceDemo","Surefire suite","Sat Feb 14 04:40:52 UTC 2026","passed","Sat Feb 14 04:41:00 UTC 2026","tests.SampleTest","Surefire test","tests.SampleTest","openSauceDemo"
"","127","verifySauceDemo","Surefire suite","Sat Feb 14 04:41:00 UTC 2026","passed","Sat Feb 14 04:41:00 UTC 2026","tests.SecondTest","Surefire test","tests.SecondTest","verifySauceDemo"
